site_id,sheet,collected,source_total,method,confidence,endpoint_used,note
kicj-re-kr-boardes,한국완료,154,,unknown,,,www.kicj.re.kr:http_500; www.kicj.re.kr/board.es:not_json; www.kicj.re.kr/boardGetData.es:empty; www.kicj.re.kr/ajaxBoardTagList.es:empty
kipf-re-kr-bbs,한국완료,352,,unknown,,,www.kipf.re.kr:not_json; www.kipf.re.kr/bbs/kor_Plaza_PressReleas:not_json; www.kipf.re.kr/bbs/kor_Plaza_PressReleas:not_json; www.kipf.re.kr/cmm/fms/FileDown.do:error:ConnectionError
kipa-re-kr-html,한국완료,8,,unknown,,,www.kipa.re.kr/service/cmn/sym/api/selec:no_total_field; www.kipa.re.kr:not_json; www.kipa.re.kr/service/kor/rsch/pblc/sel:no_total_field; www.kipa.re.kr/service/kor/rsch/pblc/sel:no_total_field
klimaraadet-dk-da,덴마크완료,84,,unknown,,,klimaraadet.dk:not_json; klimaraadet.dk/da/udgivelser:not_json
krihs-re-kr-krihslibraryreport,한국완료,168,,unknown,,,www.krihs.re.kr:http_500; www.krihs.re.kr/data_raid/ruci_workspace:http_404; www.krihs.re.kr/krihsLibraryReport/brief:not_json; library.krihs.re.kr/library/10120/conten:http_404
kna-forest-go-kr-kfsweb,한국완료,372,,unknown,,,kna.forest.go.kr:not_json; kna.forest.go.kr/kfsweb/kfi/kfs/kna/appl:not_json; kna.forest.go.kr/kfsweb/kfi/kfs/kna/appl:not_json; kna.forest.go.kr/kfsweb/cmm/fms/FileDown:not_json
kmi-re-kr-web,한국완료,445,2348,html_paginate,low,https://www.kmi.re.kr/web/board/list.do?rbsIdx=164&page=118,https://www.kmi.re.kr/web/board/list.do?rbsIdx=164&page=118
krihs-re-kr-boardes,한국완료,600,,unknown,,,www.krihs.re.kr:http_500; www.krihs.re.kr/board.es?mid=a1060700000:not_json; www.krihs.re.kr/board.es?mid=a1060700000:not_json; www.krihs.re.kr/boardDownload.es?bid=000:not_json
kommunikasjon-ntb-no-presserom,Norway Research Centers,116,,unknown,,,kommunikasjon.ntb.no:not_json; kommunikasjon.ntb.no/presserom/17848243/:not_json
krihs-re-kr-krihslibraryarticle,한국완료,744,,unknown,,,www.krihs.re.kr:http_500; www.krihs.re.kr/krihsLibraryArticle/arti:not_json; library.krihs.re.kr:not_json; www.krihs.re.kr/krihsLibraryArticle/arti:not_json
justitsministeriet-dk-forskning,덴마크완료,24,,unknown,,,www.justitsministeriet.dk:not_json; www.justitsministeriet.dk/forskning/fors:not_json
lib-cssn-cn-zy,중국 완료,204,,unknown,,,lib.cssn.cn:not_json; lib.cssn.cn/zy/dzzy/sjk_1/axkflll/:not_json; lib.cssn.cn/zy/dzzy/sjk_1/:not_json; lib.cssn.cn/zy/dzzy/?column=xueke:not_json
kasa-go-kr-bbs,한국완료,331,,unknown,,,www.kasa.go.kr:not_json; www.kasa.go.kr/bbs/BBSMSTR_000000000010/:not_json; www.kasa.go.kr/bbs/BBSMSTR_000000000010/:not_json; www.kasa.go.kr/cmm/fms/FileDown.do:http_404
kedi-re-kr-khome,한국완료,519,,unknown,,,www.kedi.re.kr/khome/main/research/listP:not_json; www.kedi.re.kr/khome/main/research/selec:not_json; www.kedi.re.kr/khome/main/research/downl:not_json; www.kedi.re.kr:not_json
kdca-go-kr-kdca,한국완료,846,,unknown,,,www.kdca.go.kr:not_json; www.kdca.go.kr/bbs/kdca/41/artclList.do:not_json; www.kdca.go.kr/bbs/kdca/41/{seq}/artclVi:not_json; www.kdca.go.kr/kdca/2847/subview.do:not_json
khs-go-kr-cop,한국완료,38,,unknown,,,www.khs.go.kr:error:ConnectTimeout; www.khs.go.kr/cop/bbs/selectBoardList.do:error:ConnectTimeout; www.khs.go.kr/cop/bbs/selectBoardArticle:error:ConnectTimeout
lecese-fr-espace-presse,French Public Institutions,500,,unknown,,,www.lecese.fr:not_json; www.lecese.fr/espace-presse:not_json
khs-go-kr-newsbbz,한국완료,1249,,unknown,,,www.khs.go.kr:error:ConnectTimeout; www.khs.go.kr/newsBbz/selectNewsBbzList.:error:ConnectTimeout; www.khs.go.kr/newsBbz/selectNewsBbzView.:error:ConnectTimeout
kjonnsforskning-no-nb,Norway Research Centers,100,166,html_paginate,low,https://kjonnsforskning.no/nb/tidsskrift-for-kjonnsforskning?page=7,https://kjonnsforskning.no/nb/tidsskrift-for-kjonnsforskning?page=7
kliimaministeerium-ee-otsing,Estonia Ministries,10,,unknown,,,search.service.eu-live.vportal.ee/v1/sea:not_json_container; kliimaministeerium.ee:not_json; kliimaministeerium.ee/otsing?sort_by=cre:not_json
kmcc-go-kr-userdo,한국완료,666,,unknown,,,www.kmcc.go.kr:not_json; www.kmcc.go.kr/user.do:not_json; www.kmcc.go.kr/user.do?boardId=1030&page:not_json
kli-re-kr-kli,한국완료,500,,unknown,,,www.kli.re.kr:http_500; www.kli.re.kr/kli/rschRptpList.es?mid=a1:not_json
koti-re-kr-user,한국완료,373,,unknown,,,www.koti.re.kr:not_json; www.koti.re.kr/user/bbs/bassRsrchReprtLi:not_json; www.koti.re.kr/user/bbs/bassRsrchReprtVi:http_500
krivet-re-kr-kor,한국완료,500,,unknown,,,www.krivet.re.kr:not_json; www.krivet.re.kr/kor/sub.do:not_json; www.krivet.re.kr/kor/sub.do?menuSn=12:not_json
mem-gov-cn-fw,중국 완료,62,,unknown,,,www.mem.gov.cn:not_json; www.mem.gov.cn/fw/yajzjxzxk/zjxzxksxbljg:not_json
libreria-educacion-gob-es-p,Spain Ministries,330,,unknown,,,www.libreria.educacion.gob.es:not_json; www.libreria.educacion.gob.es/p/3740_est:not_json
lavoro-gov-it-stampa-e-media,Italy Ministries,340,,unknown,,,www.lavoro.gov.it:not_json; www.lavoro.gov.it/stampa-e-media/Comunic:not_json
llnl-gov-news,American Research Institutes,3537,,unknown,,,contenthub.llnl.gov:not_json; www.llnl.gov:not_json; www.llnl.gov/news/lab-report:not_json
krei-re-kr-krei,한국완료,1450,,unknown,,,www.krei.re.kr:not_json; www.krei.re.kr/krei/page/24:http_404; www.krei.re.kr/krei/page/53:http_404
mbie-govt-nz-building-and-energy,뉴질랜드완료,80,,unknown,,,www.mbie.govt.nz:not_json; www.mbie.govt.nz/building-and-energy/ene:not_json; www.mbie.govt.nz/building-and-energy/ene:not_json
miit-gov-cn-zc,중국 완료,104,104,json_total,medium,https://www.miit.gov.cn/search-front-server/api/search/info,key=data.searchResult.total
miit-gov-cn-zwgk,중국 완료,26,,unknown,,,www.miit.gov.cn/api-gateway/jpaas-publis:no_total_field; www.miit.gov.cn:not_json; www.miit.gov.cn/zwgk/zfxxgkzl/zfxxgknb/g:not_json; www.miit.gov.cn/zwgk/zfxxgkzl/zfxxgknb/d:not_json
met-no-publikasjoner,Norway Research Centers,116,,unknown,,,www.met.no:not_json; www.met.no/publikasjoner/met-report:not_json
meteoswiss-admin-ch-services-and-publica,Switzerland Research Centers,440,1574,json_total,medium,https://www.meteoswiss.admin.ch/api/search/public-en/publications/results.json,key=response.numFound
mindigital-gr-archives,Greece Ministries,675,,unknown,,,www.mindigital.gr:http_403; www.mindigital.gr/archives/category/delt:http_403
masaf-gov-it-flex,Italy Ministries,601,,unknown,,,www.masaf.gov.it:not_json; www.masaf.gov.it/flex/cm/pages/ServeBLOB:not_json
marine-ie-site-area,Irish Research Centers,24,,unknown,,,www.marine.ie:not_json; www.marine.ie/site-area/publications/ann:not_json; oar.marine.ie:not_json
meteofrance-fr-actualite,French Research Institutes,94,,unknown,,,meteofrance.fr:not_json; meteofrance.fr/actualite/publications/le:not_json
meri-belspo-be-site,벨기에완료,21,,unknown,,,meri.belspo.be/site/publications_en.stm?:not_json; meri.belspo.be:http_406; meri.belspo.be/site/docs/publications/ME:http_406; meri.belspo.be/site/docs/publications/:http_403
mim-gov-it-web,Italy Ministries,41,,unknown,,,www.mim.gov.it:not_json; www.mim.gov.it/web/guest/comunicati:not_json
mentalhealthcommission-ca-resources,Canadian Research Centers,589,616,wp_total,high,https://mentalhealthcommission.ca/wp-json/wp/v2/resource,route=resource
minedu-gov-gr-grafeio-typoy-kai-di,Greece Ministries,404,,unknown,,,www.minedu.gov.gr:not_json; www.minedu.gov.gr/grafeio-typoy-kai-dimo:not_json
mindev-gov-gr-category,Greece Ministries,3514,4756,wp_total,high,https://www.mindev.gov.gr/wp-json/wp/v2/posts,route=posts
kostat-go-kr-boardes,한국완료,100,,unknown,,,www.kostat.go.kr:not_json; www.kostat.go.kr/board.es:not_json; www.kostat.go.kr/board.es?mid=a104030100:not_json
mfat-govt-nz-en,뉴질랜드완료,11,,unknown,,,www.mfat.govt.nz:not_json; www.mfat.govt.nz/en/about-us/mfat-annual:not_json; www.mfat.govt.nz/en/media-and-resources?:not_json
ministryofjustice-gr,Greece Ministries,261,,unknown,,,ministryofjustice.gr:http_403; ministryofjustice.gr/?page_id=598:http_403
mfds-go-kr-brd,한국완료,461,,unknown,,,www.mfds.go.kr:not_json; www.mfds.go.kr/brd/m_99/list.do:not_json; www.mfds.go.kr/brd/m_99/view.do:not_json; www.mfds.go.kr/brd/m_99/down.do:not_json
mod-mil-gr-category,Greece Ministries,470,,unknown,,,www.mod.mil.gr:http_403; www.mod.mil.gr/category/anakoinoseis-typ:http_403
kwdi-re-kr-plaza,한국완료,819,,unknown,,,www.kwdi.re.kr:not_json; www.kwdi.re.kr/plaza/bodo.do:not_json; www.kwdi.re.kr/plaza/bodoView.do:not_json
minfin-gov-gr-grafeio-typou,Greece Ministries,1797,,unknown,,,minfin.gov.gr:http_202; minfin.gov.gr/grafeio-typou/anakoinoseis:http_202
mafra-go-kr-home,한국완료,761,,unknown,,,www.mafra.go.kr:not_json; www.mafra.go.kr/home/5109/subview.do:not_json; www.mafra.go.kr/bbs/home/792/artclList.d:not_json
mof-gov-cn-en,중국 완료,9,,unknown,,,www.mof.gov.cn:not_json; www.mof.gov.cn/en/reports/:not_json
ministeroturismo-gov-it-category,Italy Ministries,1014,2266,wp_total,high,https://www.ministeroturismo.gov.it/wp-json/wp/v2/posts,route=posts
minscfa-gov-gr-grafeio-typou,Greece Ministries,626,,unknown,,,minscfa.gov.gr:http_202; minscfa.gov.gr/grafeio-typou/deltia-typo:http_202
mois-go-kr-frt,한국완료,1148,,unknown,,,www.mois.go.kr:not_json; www.mois.go.kr/frt/bbs/type010/commonSel:not_json; www.mois.go.kr/frt/bbs/type010/commonSel:not_json; www.mois.go.kr/frt/bbs/type001/commonSel:not_json
mohrss-gov-cn-xxgk2020,중국 완료,19,,unknown,,,www.mohrss.gov.cn:not_json; www.mohrss.gov.cn/xxgk2020/zfxxgknb/:not_json
minagric-gr-the-ministry-2,Greece Ministries,267,,unknown,,,minagric.gr:http_403; minagric.gr/the-ministry-2/grafeiotypou/:http_403
mintour-gov-gr-deltia-typoy,Greece Ministries,394,,unknown,,,mintour.gov.gr:not_json; mintour.gov.gr/deltia-typoy/:not_json; mintour.gov.gr/category/deltia-typou/:not_json
mma-go-kr-board,한국완료,616,,unknown,,,www.mma.go.kr:not_json; www.mma.go.kr/board/boardList.do:not_json; www.mma.go.kr/board/boardView.do:not_json; www.mma.go.kr/boardFileDown.do:http_500
mogef-go-kr-nw,한국완료,852,,unknown,,,www.mogef.go.kr:not_json; www.mogef.go.kr/nw/rpd/nw_rpd_s001.do?mi:not_json; www.mogef.go.kr/nw/rpd/nw_rpd_s001d.do?m:not_json
molit-go-kr-usr,한국완료,390,,unknown,,,www.molit.go.kr:not_json; www.molit.go.kr/USR/NEWS/m_71/lst.jsp:not_json
mofa-go-kr-www,한국완료,521,,unknown,,,www.mofa.go.kr:not_json; www.mofa.go.kr/www/brd/m_4076/list.do:not_json; www.mofa.go.kr/www/brd/m_4076/view.do:not_json; www.mofa.go.kr/www/brd/m_4099/list.do:not_json
mivau-gob-es-el-ministerio,Spain Ministries,473,,unknown,,,www.mivau.gob.es:not_json; www.mivau.gob.es/el-ministerio/sala-de-p:not_json
kwdi-re-kr-publications,한국완료,500,,unknown,,,www.kwdi.re.kr:not_json; www.kwdi.re.kr/publications/genderReview:not_json; www.kwdi.re.kr/publications/genderReview:not_json; www.kwdi.re.kr/publications/journal.do:not_json
moe-go-kr-boardcnts,한국완료,1250,,unknown,,,www.moe.go.kr:not_json; www.moe.go.kr/boardCnts/listRenew.do:no_total_field; www.moe.go.kr/boardCnts/viewRenew.do:no_total_field; www.moe.go.kr/boardCnts/listRenew.do?boa:no_total_field
moe-gov-cn-jyb_sjzl,중국 완료,28,,unknown,,,www.moe.gov.cn/was5/web/search:not_json; www.moe.gov.cn:not_json; www.moe.gov.cn/jyb_sjzl/sjzl_jfzxgg/:not_json; www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/:not_json
moleg-go-kr-boardes,한국완료,256,,unknown,,,www.moleg.go.kr:not_json; www.moleg.go.kr/board.es?mid=a1040400000:not_json
mpi-govt-nz-resources-and-forms,뉴질랜드완료,35,,unknown,,,www.mpi.govt.nz:not_json; www.mpi.govt.nz/resources-and-forms/econ:not_json; www.mpi.govt.nz/resources-and-forms/econ:not_json
mss-go-kr-site,한국완료,500,,unknown,,,www.mss.go.kr:not_json; www.mss.go.kr/site/smba/foffice/ex/statD:not_json; www.mss.go.kr/site/smba/foffice/ex/statD:not_json; www.mss.go.kr/site/smba/foffice/ex/statD:not_json
mwr-gov-cn-zwgk,중국 완료,18,,unknown,,,www.mwr.gov.cn:not_json; www.mwr.gov.cn/zwgk/gknb/:not_json
mimit-gov-it-it,Italy Ministries,92,,unknown,,,www.mimit.gov.it:not_json; www.mimit.gov.it/it/per-i-media/pubblica:not_json
moef-go-kr-nw,한국완료,683,,unknown,,,www.moef.go.kr:not_json; www.moef.go.kr/nw/nes/nesdta.do:not_json; www.moef.go.kr/nw/nes/detailNesDtaView.d:not_json; www.moef.go.kr/nw/nes/nesdta.do?bbsId=MO:not_json
mwr-gov-cn-english,중국 완료,37,,unknown,,,www.mwr.gov.cn:not_json; www.mwr.gov.cn/data_raid/ruci_workspace/:not_json; www.mwr.gov.cn/english/Documents/WaterSt:not_json; www.mwr.gov.cn/english/MainAchievements/:not_json
mof-go-kr-doc,한국완료,624,,unknown,,,www.mof.go.kr:not_json; www.mof.go.kr/doc/ko/selectDocList.do:not_json; www.mof.go.kr/doc/ko/selectDoc.do:not_json; www.mof.go.kr/doc/ko/selectDocList.do?me:not_json
ncha-gov-cn-col,중국 완료,117,,unknown,,,www.ncha.gov.cn/module/jslib/jquery/jpag:empty; www.ncha.gov.cn:not_json; www.ncha.gov.cn/col/col2423/index.html:not_json
mpi-govt-nz-about-mpi,뉴질랜드완료,14,,unknown,,,web.archive.org/cdx/search/cdx:http_400; www.mpi.govt.nz:not_json; www.mpi.govt.nz/data_raid/ruci_workspace:not_json; www.mpi.govt.nz/about-mpi/corporate-publ:not_json
msd-govt-nz-about-msd-and-our-wo,뉴질랜드완료,16,,unknown,,,www.msd.govt.nz:not_json; www.msd.govt.nz/about-msd-and-our-work/p:not_json
mofe-go-kr-id,한국완료,133,,unknown,,,mofe.go.kr:not_json; www.data.go.kr/tcs/dss/selectDataSetList:not_json; www.data.go.kr/catalog:http_404; www.data.go.kr/data:http_404
nec-go-kr-site,한국완료,175,,unknown,,,www.nec.go.kr:not_json; www.nec.go.kr/site/nec/ex/bbs/List.do:not_json; www.nec.go.kr/site/nec/ex/bbs/List.do?cb:not_json
minrel-gob-cl-minrel,Chile Ministries,4547,,unknown,,,www.minrel.gob.cl:not_json; www.minrel.gob.cl/minrel/sala-de-prensa/:not_json; www.minrel.gob.cl/minrel/sala-de-prensa/:not_json
mva-gov-cn-gongkai,중국 완료,15,,unknown,,,www.mva.gov.cn:not_json; www.mva.gov.cn/gongkai/zfxxgkpt/zfxxgknb:not_json; www.mva.gov.cn/gongkai/zfxxgkpt/zfxxgknb:not_json
moj-go-kr-moj,한국완료,793,,unknown,,,www.moj.go.kr:not_json; www.moj.go.kr/moj/221/subview.do:not_json
motir-go-kr-kor,한국완료,703,,unknown,,,www.motir.go.kr:not_json; www.motir.go.kr/kor/article/ATCL3f49a5a8:http_404; www.motir.go.kr/kor/article/ATCL449580de:http_404
ncats-nih-gov-news-events,American Research Institutes,19,,unknown,,,ncats.nih.gov:not_json; ncats.nih.gov/views/ajax:http_404; ncats.nih.gov/news-events/news:not_json
moe-gov-cn-jyb_xxgk,중국 완료,18,,unknown,,,www.moe.gov.cn:not_json; www.moe.gov.cn/jyb_xxgk/xxgk/nianbao/jig:not_json
mohw-go-kr-boardes,한국완료,920,,unknown,,,www.mohw.go.kr:http_500; www.mohw.go.kr/board.es?mid=a10411010300:not_json
nei-nih-gov-about,American Research Institutes,14,,unknown,,,www.nei.nih.gov:not_json; www.nei.nih.gov/about/budget-and-congres:not_json
nbb-be-en,벨기에완료,15,,unknown,,,www.nbb.be/en/publications-research/publ:not_json; www.nbb.be:not_json; www.nbb.be/en/statistics/topics/general/:not_json
mpva-go-kr-mpva,한국완료,590,,unknown,,,www.mpva.go.kr:not_json; www.mpva.go.kr/mpva/selectBbsNttList.do:not_json; www.mpva.go.kr/mpva/selectBbsNttView.do:http_404; www.mpva.go.kr/mpva/selectBbsNttList.do?:not_json
nfra-gov-cn-cn,중국 완료,726,,unknown,,,www.nfra.gov.cn/cbircweb/DocInfo/SelectD:no_total_field; www.nfra.gov.cn/cbircweb/DocInfo/SelectB:no_total_field; www.nfra.gov.cn:not_json; www.nfra.gov.cn/cn/view/pages/ItemList.h:not_json
netl-doe-gov-advsearch,American Research Institutes,28,,unknown,,,netl.doe.gov/advsearch:not_json; netl.doe.gov:not_json; netl.doe.gov/advsearch?tid=107:not_json
ncri-ie-en,Irish Research Centers,104,,unknown,,,www.ncri.ie/en/search:not_json; www.ncri.ie:not_json; www.ncri.ie/en/search?keywords=&section=:not_json
neac-gov-cn-seac,중국 완료,57,,unknown,,,www.neac.gov.cn:not_json; www.neac.gov.cn/seac/c103544/common_list:not_json; www.neac.gov.cn/seac/c103544/common_list:not_json
miteco-gob-es-es,Spain Ministries,379,,unknown,,,www.miteco.gob.es:not_json; www.miteco.gob.es/es/prensa/ultimas-noti:not_json
nccih-nih-gov-news,American Research Institutes,57,,unknown,,,www.nccih.nih.gov/page-data/news/press-r:no_total_field; www.nccih.nih.gov/page-data/news/press-r:http_404; www.nccih.nih.gov/page-data{path}/page-d:http_404; www.nccih.nih.gov:not_json
niams-nih-gov-newsroom,American Research Institutes,15,,unknown,,,www.niams.nih.gov:not_json; www.niams.nih.gov/sitemap.xml:not_json; www.niams.nih.gov/newsroom/press-release:not_json; www.niams.nih.gov/newsroom/press-release:not_json
nia-nih-gov-news,American Research Institutes,95,,unknown,,,www.nia.nih.gov:not_json; www.nia.nih.gov/news/news-releases:not_json
netl-doe-gov-search-r-d-publicati,American Research Institutes,729,,unknown,,,netl.doe.gov/projects/VueConnection/Sear:not_json; netl.doe.gov:not_json; netl.doe.gov/projects/VueConnection/ener:not_json; netl.doe.gov/search-r-d-publications:not_json
news-admin-ch-en,Switzerland Departments,0,,unknown,,,d-nsbc-p.admin.ch/v1:http_404; www.news.admin.ch:http_403; www.news.admin.ch/en/newnsb:http_403; www.news.admin.ch/en/newnsb?publisherIDs:http_403
naacc-go-kr-web,한국완료,334,,unknown,,,naacc.go.kr:not_json; naacc.go.kr/WEB/contents/N4020000000.do:not_json; naacc.go.kr/WEB/contents/N3050100000.do:not_json
nibib-nih-gov-news-events,American Research Institutes,39,,unknown,,,www.nibib.nih.gov:not_json; www.nibib.nih.gov/news-events/press-rele:not_json
netl-doe-gov-energy-analysis,American Research Institutes,97,,unknown,,,netl.doe.gov/projects/VueConnection/Sear:not_json; netl.doe.gov:not_json; netl.doe.gov/projects/VueConnection/ener:not_json; netl.doe.gov/energy-analysis/search?sear:not_json
nhc-gov-cn-wjw,중국 완료,71,,unknown,,,www.nhc.gov.cn:http_412; www.nhc.gov.cn/wjw/gfxwjj/list.shtml:http_412
moe-gov-cn-jyb_xwfb,중국 완료,418,,unknown,,,www.moe.gov.cn/was5/web/search:not_json; www.moe.gov.cn:error:ReadTimeout; www.moe.gov.cn/jyb_xwfb/s271/:not_json
nida-nih-gov-news-events,American Research Institutes,46,,unknown,,,nida.nih.gov:not_json; nida.nih.gov/news-events/news-releases:not_json; nida.nih.gov/news-events/news-releases?p:not_json
nida-nih-gov-research-topics,American Research Institutes,29,,unknown,,,"api.nida.nih.gov/api/content_index/searc:rejected_total<collected(5<29,method=json_total); nida.nih.gov:not_json; nida.nih.gov/research-topics/trends-stat:not_json"
nhlbi-nih-gov-resources,American Research Institutes,325,,unknown,,,www.nhlbi.nih.gov:not_json; www.nhlbi.nih.gov/resources:not_json
nidcd-nih-gov-news,American Research Institutes,203,,unknown,,,www.nidcd.nih.gov:not_json; www.nidcd.nih.gov/news/nidcd-news:not_json
nidcd-nih-gov-order,American Research Institutes,90,,unknown,,,www.nidcd.nih.gov:not_json; www.nidcd.nih.gov/order:not_json
newsreleases-sandia-gov-archives-by-year,American Research Institutes,2044,2046,wp_total,high,https://newsreleases.sandia.gov/wp-json/wp/v2/posts,route=posts
niaaa-nih-gov-news-events,American Research Institutes,80,,unknown,,,www.niaaa.nih.gov:not_json; www.niaaa.nih.gov/news-events/news:not_json
msit-go-kr-bbs,한국완료,488,,unknown,,,www.msit.go.kr:not_json; www.msit.go.kr/bbs/list.do:not_json; www.msit.go.kr/bbs/view.do:not_json; www.msit.go.kr/ssm/file/fileDown.do:not_json
netl-doe-gov-fecm-external-r-and-,American Research Institutes,343,,unknown,,,www.osti.gov/api/v1/records/{osti_id}:http_500; netl.doe.gov:not_json; netl.doe.gov/projects/project-Final-Repo:not_json; netl.doe.gov/FECM-External-R-and-D-Final:not_json
mnd-go-kr-user,한국완료,304,,unknown,,,www.mnd.go.kr:error:ConnectTimeout; www.mnd.go.kr/bbs/mnd/13000005/artclList:error:ConnectTimeout; www.mnd.go.kr/bbs/mnd/13000005:error:ConnectTimeout
nationalacademies-org-publications,French Research Institutes,184,236,html_count_regex,medium,https://www.nationalacademies.org/publications/all?unit[]=CSTB,https://www.nationalacademies.org/publications/all?unit[]=CSTB
nfa-go-kr-nfa,한국완료,112,,unknown,,,www.nfa.go.kr/nfa/publicrelations/policy:not_json; www.nfa.go.kr:not_json; www.nfa.go.kr/nfa/releaseinformation/sta:not_json
nim-ac-cn-taxonomy,중국 완료,34,,unknown,,,www.nim.ac.cn:not_json; www.nim.ac.cn/taxonomy/term/170:not_json
nimh-nih-gov-news,American Research Institutes,492,,unknown,,,www.nimh.nih.gov:not_json; www.nimh.nih.gov/news/science-updates:not_json
nigms-nih-gov-news,American Research Institutes,21,,unknown,,,www.nigms.nih.gov:not_json; www.nigms.nih.gov/news/releases-and-anno:not_json
nichd-nih-gov-newsroom,American Research Institutes,329,,unknown,,,www.nichd.nih.gov:not_json; www.nichd.nih.gov/newsroom/news:not_json
nikhef-nl-pub,Dutch Research Centers,26,,unknown,,,www.nikhef.nl:not_json; www.nikhef.nl/pub/services/newbiblio/rep:not_json; www.nikhef.nl/pub/services/newbiblio/pub:not_json
ninds-nih-gov-news-events,American Research Institutes,253,,unknown,,,"www.ninds.nih.gov/news-events/press-rele:no_total_field; www.ninds.nih.gov:http_406; www.ninds.nih.gov/news-events/news/press:http_406; html_paginate:rejected_total<collected(189<253,method=html_pagin"
niehs-nih-gov-newsreleases,American Research Institutes,40,,unknown,,,www.niehs.nih.gov:not_json; www.niehs.nih.gov/newsreleases:not_json
nih-gov-news-events,American Research Institutes,409,,unknown,,,www.nih.gov:http_403; www.nih.gov/news-events/news-releases:http_403
nih-gov-press-room,American Research Institutes,449,,unknown,,,www.nih.gov:http_403; www.nih.gov/press-room:http_403; www.nih.gov/press-room?page={page}:http_403; www.nih.gov/news-events/news-releases/{s:http_403
nimhd-nih-gov-news-events,American Research Institutes,13,,unknown,,,www.nimhd.nih.gov:not_json; www.nimhd.nih.gov/sitemap.xml:not_json; www.nimhd.nih.gov/news-events/all-news/n:not_json
ninds-nih-gov-publications,American Research Institutes,71,,unknown,,,www.ninds.nih.gov:not_json; www.ninds.nih.gov/publications:not_json
nps-or-kr-inforls,한국완료,115,,unknown,,,www.nps.or.kr:not_json; www.nps.or.kr/inforls/publdata/getOHAB00:not_json; www.nps.or.kr/inforls/publdata/getOHAB00:http_500; www.nps.or.kr/inforls/publdata/getOHAB00:not_json
nps-or-kr-pnsgdnc,한국완료,182,,unknown,,,www.nps.or.kr:not_json; www.nps.or.kr/pnsgdnc/nscvrgdata/getOHAE:not_json; www.nps.or.kr/pnsgdnc/nscvrgdata/getOHAE:http_500; www.nps.or.kr/pnsgdnc/nscvrgdata/getOHAE:not_json
nioo-knaw-nl-en,Dutch Research Centers,75,,unknown,,,nioo.knaw.nl:not_json; nioo.knaw.nl/en/pressreleases:not_json
nisra-gov-uk-publications,영국완료,522,,unknown,,,www.nisra.gov.uk:not_json; www.nisra.gov.uk/publications:not_json
nivel-nl-en,Dutch Research Centers,520,,unknown,,,www.nivel.nl:no_total_field; www.nivel.nl/en/publications:no_total_field
nidcr-nih-gov-news-events,American Research Institutes,87,,unknown,,,www.nidcr.nih.gov:not_json; www.nidcr.nih.gov/news-events/nidcr-news:not_json
nrc-re-kr-boardes,한국완료,470,,unknown,,,www.nrc.re.kr:http_404; www.nrc.re.kr/board.es:not_json; www.nrc.re.kr/data_raid/ruci_workspace/f:http_404; www.nrc.re.kr/data_raid/ruci_workspace/f:http_404
nist-gov-publications,American Research Institutes,478,,unknown,,,www.nist.gov/publications/search:not_json; www.nist.gov:not_json
nibio-no-en,Norway Research Centers,219,,unknown,,,www.nibio.no:not_json; www.nibio.no/en/publications:not_json; www.nibio.no/en/publications?filters=1&q:not_json
oka-go-kr-web,한국완료,30,,unknown,,,www.oka.go.kr:no_total_field; www.oka.go.kr/web/board/brdList.do?menu_:no_total_field
nin-nl-publications,Dutch Research Centers,471,,unknown,,,nin.nl:not_json; nin.nl/publications/:not_json
ntrs-nasa-gov-search,American Research Institutes,6490,71863,json_total,medium,https://ntrs.nasa.gov/api/citations/search,key=stats.total
nersc-no-en,Norway Research Centers,349,,unknown,,,"api.cristin.no/v2/results:rejected_total<collected(10<349,method=json_total); api.nva.unit.no/publication:http_403; api.crossref.org/works:http_400; nersc.no:not_json"
ntp-niehs-nih-gov-publications,American Research Institutes,536,,unknown,,,ntp.niehs.nih.gov:not_json; ntp.niehs.nih.gov/publications:not_json; ntp.niehs.nih.gov/publications/reports:not_json
nnsa-mee-gov-cn-english,중국 완료,10,,unknown,,,nnsa.mee.gov.cn:not_json; nnsa.mee.gov.cn/english/resources/annual:not_json
nrscotland-gov-uk-publications,영국완료,359,1275,html_paginate,low,https://www.nrscotland.gov.uk/publications/?page=25,https://www.nrscotland.gov.uk/publications/?page=25
nkvts-no-english,Norway Research Centers,562,,unknown,,,A4EOX51ZO9-dsn.algolia.net/1/indexes/wp_:http_403; www.nkvts.no:not_json; www.nkvts.no/english/publications/?pg=1&:not_json
oig-treasury-gov-other-reports-testim,USA Executive Departments,1353,,unknown,,,oig.treasury.gov:not_json; oig.treasury.gov/other-reports-testimoni:not_json
opendatacommunities-org-data,영국완료,3,,unknown,,,opendatacommunities.org:http_403; open-data.communities.gov.uk:http_403; opendatacommunities.org/data:http_403
nypi-re-kr-board,한국완료,150,,unknown,,,www.nypi.re.kr:not_json; www.nypi.re.kr/board:not_json; www.nypi.re.kr/board?menuKey=uCjzEQTnJu&:not_json
om-mp-be-nl,벨기에완료,239,,unknown,,,www.om-mp.be:not_json; www.om-mp.be/nl/onze-publicaties:not_json; www.om-mp.be/nl/colpg/college-van-procur:not_json
